District_Name,Crop_Year,Season,Crop,Area,Production,Actual_Rainfall,pH_min,pH_max,pH_min_Range,pH_max_Range
AKOLA,2005,Rabi,Safflower,2800.0,2200.0,194.1,7.0,7.5,,
AKOLA,2005,Rabi,Sunflower,2000.0,1300.0,194.1,7.0,7.5,6.0,7.5
AKOLA,2005,Rabi,Wheat,11200.0,17100.0,194.1,7.0,7.5,5.5,6.5
AKOLA,2005,Summer,Groundnut,800.0,1200.0,35.9,7.0,7.5,5.5,7.0
AKOLA,2005,Summer,Sunflower,1000.0,1100.0,35.9,7.0,7.5,6.0,7.5
AKOLA,2006,Kharif,Arhar/Tur,54600.0,51300.0,986.4000000000001,7.0,7.5,,
AKOLA,2006,Kharif,Bajra,1100.0,600.0,986.4000000000001,7.0,7.5,6.0,7.0
AKOLA,2006,Kharif,Castor seed,300.0,100.0,986.4000000000001,7.0,7.5,,
AKOLA,2006,Kharif,Cotton,204900.0,440200.0,986.4000000000001,7.0,7.5,5.8,8.0
AKOLA,2006,Kharif,Jowar,84500.0,205800.0,986.4000000000001,7.0,7.5,6.0,7.5
AKOLA,2006,Kharif,Maize,2100.0,3400.0,986.4000000000001,7.0,7.5,5.8,6.8
AKOLA,2006,Kharif,Moong(Green Gram),52000.0,26400.0,986.4000000000001,7.0,7.5,,
AKOLA,2006,Kharif,Sesamum,5100.0,700.0,986.4000000000001,7.0,7.5,,
AKOLA,2006,Kharif,Soyabean,59800.0,98400.0,986.4000000000001,7.0,7.5,,
AKOLA,2006,Kharif,Sunflower,1900.0,1000.0,986.4000000000001,7.0,7.5,6.0,7.5
AKOLA,2006,Kharif,Urad,15300.0,8800.0,986.4000000000001,7.0,7.5,,
AKOLA,2006,Rabi,Gram,78500.0,68300.0,56.400000000000006,7.0,7.5,,
AKOLA,2006,Rabi,Jowar,100.0,100.0,56.400000000000006,7.0,7.5,6.0,7.5
AKOLA,2006,Rabi,Maize,200.0,500.0,56.400000000000006,7.0,7.5,5.8,6.8
AKOLA,2006,Rabi,Rapeseed &Mustard,400.0,100.0,56.400000000000006,7.0,7.5,,
AKOLA,2006,Rabi,Safflower,6800.0,5700.0,56.400000000000006,7.0,7.5,,
AKOLA,2006,Rabi,Sunflower,2200.0,1200.0,56.400000000000006,7.0,7.5,6.0,7.5
AKOLA,2006,Rabi,Wheat,35400.0,70100.0,56.400000000000006,7.0,7.5,5.5,6.5
AKOLA,2006,Summer,Groundnut,2200.0,2800.0,200.2,7.0,7.5,5.5,7.0
AKOLA,2006,Summer,Maize,1100.0,500.0,200.2,7.0,7.5,5.8,6.8
AKOLA,2006,Summer,Sunflower,2500.0,2500.0,200.2,7.0,7.5,6.0,7.5
AKOLA,2007,Kharif,Arhar/Tur,580.0,625.0,898.5999999999999,7.0,7.5,,
AKOLA,2007,Kharif,Bajra,9.0,5.0,898.5999999999999,7.0,7.5,6.0,7.0
AKOLA,2007,Kharif,Castor seed,7.0,3.0,898.5999999999999,7.0,7.5,,
AKOLA,2007,Kharif,Cotton,1886.0,3707.0,898.5999999999999,7.0,7.5,5.8,8.0
AKOLA,2007,Kharif,Jowar,718.0,2104.0,898.5999999999999,7.0,7.5,6.0,7.5
AKOLA,2007,Kharif,Maize,31.0,99.0,898.5999999999999,7.0,7.5,5.8,6.8
AKOLA,2007,Kharif,Moong(Green Gram),676.0,414.0,898.5999999999999,7.0,7.5,,
AKOLA,2007,Kharif,Sesamum,40.0,10.0,898.5999999999999,7.0,7.5,,
AKOLA,2007,Kharif,Soyabean,826.0,1648.0,898.5999999999999,7.0,7.5,,
AKOLA,2007,Kharif,Sunflower,25.0,14.0,898.5999999999999,7.0,7.5,6.0,7.5
AKOLA,2007,Kharif,Urad,176.0,97.0,898.5999999999999,7.0,7.5,,
AKOLA,2007,Rabi,Gram,854.0,756.0,47.9,7.0,7.5,,
AKOLA,2007,Rabi,Jowar,2.0,2.0,47.9,7.0,7.5,6.0,7.5
AKOLA,2007,Rabi,Maize,3.0,8.0,47.9,7.0,7.5,5.8,6.8
AKOLA,2007,Rabi,Rapeseed &Mustard,2.0,1.0,47.9,7.0,7.5,,
AKOLA,2007,Rabi,Safflower,45.0,42.0,47.9,7.0,7.5,,
AKOLA,2007,Rabi,Sunflower,26.0,20.0,47.9,7.0,7.5,6.0,7.5
AKOLA,2007,Rabi,Wheat,485.0,1314.0,47.9,7.0,7.5,5.5,6.5
AKOLA,2007,Summer,Groundnut,21.0,23.0,12.0,7.0,7.5,5.5,7.0
AKOLA,2007,Summer,Maize,1.0,1.0,12.0,7.0,7.5,5.8,6.8
AKOLA,2007,Summer,Sunflower,16.0,17.0,12.0,7.0,7.5,6.0,7.5
AKOLA,2007,Whole Year,Sugarcane,3.0,161.0,915.2,7.0,7.5,5.0,8.5
AKOLA,2008,Kharif,Arhar/Tur,49700.0,15500.0,547.1,7.0,7.5,,
AKOLA,2008,Kharif,Bajra,900.0,500.0,547.1,7.0,7.5,6.0,7.0
AKOLA,2008,Kharif,Castor seed,800.0,200.0,547.1,7.0,7.5,,
AKOLA,2008,Kharif,Cotton,168300.0,289000.0,547.1,7.0,7.5,5.8,8.0
AKOLA,2008,Kharif,Jowar,46500.0,102800.0,547.1,7.0,7.5,6.0,7.5
AKOLA,2008,Kharif,Maize,2100.0,6400.0,547.1,7.0,7.5,5.8,6.8
AKOLA,2008,Kharif,Moong(Green Gram),44400.0,3000.0,547.1,7.0,7.5,,
AKOLA,2008,Kharif,Sesamum,1900.0,1000.0,547.1,7.0,7.5,,
AKOLA,2008,Kharif,Soyabean,137500.0,28300.0,547.1,7.0,7.5,,
AKOLA,2008,Kharif,Sugarcane,200.0,9000.0,547.1,7.0,7.5,5.0,8.5
AKOLA,2008,Kharif,Sunflower,16000.0,8400.0,547.1,7.0,7.5,6.0,7.5
AKOLA,2008,Kharif,Urad,10000.0,800.0,547.1,7.0,7.5,,
AKOLA,2008,Rabi,Gram,59000.0,13600.0,19.4,7.0,7.5,,
